title,display_level,md5,sha256,beta_easy,beta_hard,alpha,has_data
カラッポ・ノンフィクション [みらい],sl1,72603328f9d1c824b9df35cc6396684f,01395b623caea49a664b1746f65614c0927ac83243174810f18a0987e12c10d9,-0.373,0.068,7.702,True
Behind you [Lunatic],sl5,7287cd222a638655c5a81e951d624d39,da530318e378aaf0790bffdfbf1841f432ab41110b4215229441700eb3afa5ed,0.163,0.437,10.984,True
ibuprofen [SP INSANE],sl0,728a8049af8fb8d88220a0db7eb4a6f6,3c7c2664b543efc3d8bdfd0ebb80636ee3da00c340ad7d4a18bdbf181f229c04,-0.674,-0.127,6.481,True
ZHRO,st4,72a8b926ee9629ad921491ffd1720c97,39598e7dd594da4c95d0c8c17d15addb3d87ceec5f99a08e1cc5dbea00d2b556,0.841,1.470,7.843,True
HEXPERUS [NEXTAGE],st0,72b1ce4b2051bd2a396dfa11a2d785ee,20f37dc62287e8bdc7bee5427d76193d32894830a0bd09ffbbaa46d5daaf60f8,0.563,0.840,14.907,True
Drop Down [stand alone],st3,72eb962296d74fa32fa0dd32a17369e8,27d600c334ef0316e8b59459f5ba5fc334ab4bd80e62a0c84203b3c9e0db29d4,0.813,1.116,10.417,True
追憶の森 -Voices of the Earth- [LakeFairy7],sl0,72ef93f1f0226b8fbd6c3d91aa3630b0,50e7f3da209f3ea5bc246fd964d16b18b2179e015b71d6794b767155a8d37ac1,-0.545,-0.153,5.792,True
Highlander [NORETHER],sl0,72f6d513a7f399c1d63181e079a54ba6,cd58cd5073a507b10293ad606daf3418c893e8852b2afa9e77dd2bcc90a61ecd,-0.416,-0.021,6.464,True
Rigel [mayones],st3,7308ca05265bdaded630375665e7b0b3,c396e12e7d094cc828ac287a7cac97a6d956f614506284005ef1bbe107669fac,0.842,1.135,9.743,True
Loli Plaza (pms edit) [MANIAQ],sl2,732c0cf3b603a6d9fd62b21ca96c9894,69bfca1c0260e043d2111106da907dc0dd038a87fc024a1b94e3c385a756d303,-0.040,0.216,8.019,True
Pumpkin ◇ Magic [ZOI],sl3,739168d15704d3e8166ac9347e959b84,30327e81b6e0876746fd54e1bce9eb698c6e6613190920dc292a4a8ad92e36d1,-0.062,0.302,11.436,True
しぇる☆どっきんぐ ～だめ！このままじゃ溢れちゃう！～ [INFERNO],st3,73a1144b713e3b0482d15dea84a5ab78,a3043ea62cdd916beeb06486d6a130b36d7de219a34f7712f92fda213e7a8f10,0.868,1.210,8.317,True
Strawberry Mint Chocolate [Mu],sl8,73a8496cd9907b35ea00b0a17561b3ca,2f2c4da03e58b288baa58938e326d271392c1223ad5c7b87da193ddea509542c,0.405,0.583,12.000,True
楓 [SP INSANE],sl11,73ae012eabc321bb943b07ac517af5ce,f9a959ce5e200deb13faa1e44b6618e291ae77d859e36b2c5a88e39b542fb814,0.580,0.799,9.745,True
Suppress and Oppress,sl12,73af3cd6c1d05c6cdecae31b8ab0b100,bcc0144cefa0a98206b009e7792dbafaed2eca3b64be3c2471c712b308258027,0.504,0.808,8.464,True
Reality [LASTATION],sl2,73b72d0d1c4f3851656d1bfa1f02514e,7f511b118b6bad46193541658fa1c6c990c8ca84e5a058cd3064b3394cfb8729,-0.246,0.189,7.466,True
The NightScape [Insane],sl1,73bc86c28a635ff3897cf19044c62e97,0a2f3471fcbe53ba1d496c7d81a58de7efbdf8b4ccff50f939d4326fd6b50b70,-0.379,0.114,7.513,True
Electric Emotion -Negative Emotion-,st1,742f560ef78dca0693aaed37c3d2f1c3,863ef04188bf83f7c6858608a01e5e826396410ee93e8b4538e9305cc4f56e39,0.729,0.898,14.043,True
未来予想図に淡い希望を [Ponder],sl11,7444146c0ea0cd891d6114d2f66b7dc1,2dd93c20f960bc5444e5e173aa0ece3ffb66e5635d352d9ccf0aaa2a2ff3399b,0.520,0.812,9.219,True
時架け -Luna-,sl9,7447b9bd0efd6be281e7307a4a62235e,8022d767f5be8c9e36c8709c7824e3ee399cf4d5f09986915a2560840ddaf3de,0.432,0.667,9.575,True
End Point [EXTRA],st3,746df7f401bd7520d4dda5c503b766b7,9e3243a4a2d8609563a241b07f5757ccc04ad70630273b7765304b501e29da32,0.829,1.178,6.451,True
Born -彼岸-,st2,7475064331247e0c1dfcb7f61d6c87a7,1d22873c3739351a2fb0aa8364755f4ccfc8b1a727d1a5daf75cf0042dcdbd10,0.783,1.067,9.580,True
ひつぎとふたご [逝],sl12,748b1b7d1244c6b977cdbf7fb3722703,e74c5d6e5520c623e73a9d9fa34012976d6503874073089315f878d26e8ed0cd,0.582,0.797,10.174,True
黄昏のメロディア [黄泉の歌],st3,749d0e7676dff38580f1db98db8d8f65,966217201de38a6cd1d210cf2aa11c7f86b7273afd91eaa3326b3c604be43539,0.753,1.020,7.873,True
WHIRLWIND [ABNORMAL],sl2,74a413115f131ff756e64a74d17eb3da,ffaf5a5b392b8b636882fe1f68fdf509c9944b8e2a8e7c1d5e153401f8ae5c6c,-0.106,0.175,8.107,True
サカサマの空に在ったのは [ZOI],sl2,74a92836eed3e92f6782b1627f80e9f4,a5bf428c27a0d3155f1eed1411600a8ad9cc6adc133ff8c3db348a16a7917721,-0.109,0.187,7.602,True
A-chasing-Y [Pain],sl10,74b62e4ae1878268d33c5e328243a1dd,0e4b071193923bff1523b84c7f4d3fb58b7ecea2573b232ce187b99f6f453a97,0.337,0.626,10.948,True
Love is instant [ZOI],sl6,75017b795ebdc80b24e4a9ad5320fd88,1c321e8a53121cfcff1b89c1861670e3bdc58262b3dd31942a5c0847de2f3265,0.111,0.454,6.983,True
真火機星HOLIDAYスペシャルバトル0xFF [最終鬼畜兵器L7],st5,75345358efd2212b30a68925b74ea150,629a5d1ef9c06b7815247bac76c2d281863b2b56289224ac0a45d41d70314703,1.235,1.599,7.617,True
The Angel That Announces Death,st4,755faa09c5b8fdd1798bf470ac6e32cb,0daf621940c2c55ac77a359a892325c408bd74d0bd82324dc0bdd7c48c8413c4,0.834,1.445,8.321,True
確固たる意志 [HARDEST],sl11,757fc566740a644d17ff99086f63ec82,6b3c423f60fca8937c966e0b61205a3934c5e6d818cfb36fa6c6e6e9230a928d,0.577,0.749,15.209,True
Burning Beat [B-Fight],sl1,759408e8a0549292963b2948f67111f3,2a74d09aff3381c6270b7063c35eeed82af77c2d0bde4777555aeee9c1a9d8ac,-0.102,0.161,7.753,True
eth剣 [INFELNO],st1,75c3582014ccff736fd5d2f5ce22f7d0,b52471976c0e10c0d0eba1ecb8fa200258c7a105c73db5d57661e368adf08445,0.759,0.938,9.683,True
さよならコスモノート [SpaceX],st4,75dbbeafa761965969f4b0bb95cd4091,2cac4daa2fd5b2b351b0b441de540a69d81e0d5d3f8858a1c9ab3774092cfec6,0.807,1.262,8.771,True
Stellaria [Stellae mare],st3,75e7e03940e768555e7d0e24727599b9,775ddd4cdd06523b78cc623988527d3dcac22c7da64e3c21e99cc3362b2bca59,0.721,1.191,7.639,True
LiVEMeTAL [IRREGULAR],st0,75f2b44a3f1b0222b1c848f5cf054ad3,8057ba879f0aa5b871642ef11facb029d5c6b97d3b5c3d51ff28efa0be107267,0.643,0.876,13.650,True
Quad Queens [Monsther+],sl7,75fb6ed3bddf7f05320717fe5332e60d,81155c22a02d23cb10487dfca3c0b3db93e9a310fe13fa957550bab4f3e11313,0.213,0.483,10.325,True
Celeste [Atlantis],sl0,7600a3199bbade63b070983f51102623,98de6a235c019f0e57a84f37b19ebcb85efe4842acf86c65a175bc7a625bd3bb,-0.560,-0.089,4.649,True
Quad Queens [EX],st2,7650da93cccf8ff05361f602b0f7b189,bc6162080aae0bbdd37532f9490d2715a874cc4be80067e4e20a439ad54c0c76,0.785,1.011,12.813,True
Jade Star [Dimlight],sl5,765d908b35d56f9b2bb97d0fbd37d1ff,255caac9fb4f0b963816e363523f2a3471ba81d66879c624d9dfdbc11973e387,0.159,0.331,7.977,True
雪解け色フラワーズ [WHITEOUT],st5,766706da0e9c5fbcc76f421e4ba99cf3,e6e015bd7d7585376f1cb99ab5da71db5c74b91e44694acc54c02872e9c36603,1.208,1.711,5.497,True
Non-singularity [Abnormal],st3,767999b4af9bf3e467d1c7d1308eb3e8,07d43738e4b591116524d6e8506765c5c324808c29092d4e8ec715ab2573a738,0.829,1.308,7.834,True
GOODWORLD [A],sl0,76b1a277369cb77868d1ec35d452a31f,1477f8e564c7d087766346c4dd6d84090d39fe0db76660bf07a3161afd5d9538,-0.454,0.026,5.321,True
K8107　 -EXTRA-,sl11,76d45a63861718e0081175aecf0daee7,b46d87477d3d23897ee1e72f7eb2b96ce17bf58f29c1bcb3abc101a8e7d4a49e,0.565,0.683,13.863,True
Final examination -Luna-,sl11,76d96a034e9f28ef1eab7b5627b22ef4,b0dcc21c98f16dea37e1d04847004fe17e03ea1db350fa71a9c0daf6ce92f5da,0.516,0.704,12.464,True
Dark Sky [ManiaK],sl9,7715a81444846a4e456e21c8cc783db0,e947d856d262867909d68638c0e7f038fe031c61ff38f479086131654e726110,0.446,0.608,12.082,True
Edge of bravery [ZOI],sl4,7737266768187aa7fa4924b5abcf4cf5,1cdda3cfe63830d14ab3859e8432ea279b4b15c09ea7f9bab6b86896ff610bc7,0.093,0.342,8.821,True
Epatoivo LdsRmx [DEPRESSION],sl7,7738e5b170e8a40b36c66a04b24866c8,48c26e650a97a49b639c05d367263081f508dc1fdc50b9fe253be32d7ff6d82c,0.187,0.451,9.929,True
タマモッチ,st5,773c00048c49a0847bca38eba748fba9,c6c9bee8d03d0d83e5eb51510680a5d4ef1178b786cb5f1ecac9b723b5563fa0,0.998,1.470,8.357,True
Kurofune [SP another],sl0,773cfa22720afd6be5fd3fa2ada540a5,55eb91bb840fc0be2e8805cdb219dc31f8f1af4256e115ee956db788c5fec4bb,-0.721,-0.045,5.900,True
Lonely Cat [Snother],sl2,7745f1e720cbc677fb403a5e64d17860,1c4ad4dc05f21e6505a6301c783eb73a76fddbeda243deade5b00a79c3a8f52c,-0.160,0.170,6.781,True
PhonDrome! [GALAPAGOS'],sl8,774f2c6f9635ea39a0d1b8480ff0f253,0cf7ef769561d1609acccf7a5d571a0358fbd9e298d3172e92ac0485da797871,0.364,0.595,11.318,True
Evangelize (Radio Edit),st5,775286fbf95afbd45af1260e3e2b9692,d8bb367a61bc2ed0de9cb22ecaea5984b509cd8117fabc0466a6fcd46a78485e,1.345,1.534,7.413,True
GET ON WiTH FUNKOT [SP X-BUNNY],st2,7766a195676f3b41cc3bbd80a2894a07,d57f8fb17b40eaaca3ffe0207433ca87c9c917ac369a315d2de1ced290a78ca0,0.813,1.073,10.563,True
Luna Express 2032 -Heaven-,st1,77920dee7732911b0921c3a87a8b06a8,1eb63c7c20e615175484372dee6fe1647168ac04a37b950add4d8247310f5b5a,0.764,0.971,13.042,True
ひめはじめ～おとこのこ編～ -Hopeless-,sl8,77a5d9bf3c392d80dda6cbc3b5945507,1a746ba5b6e8e1ce463065c8b4fd2fc4fc6e98e47c133f4453c172e659791fdc,0.391,0.575,17.378,True
風時夏 [夏海記],st4,77b284df71745b66f94e71db50961b3b,b914f56e32e6d86b648948c947ee60eb934c1e1911887ae399aedd1ce926b476,0.877,1.372,6.703,True
シグナルほっぴんぐ -(^-^)/-,st4,77bf244abecda64517ad9bce06757fbe,b8d244734204d3fee4d735e8dbc35c097410000af643eb5c0b748d11e17d6b45,0.871,1.363,9.646,True
Lepontinia,sl1,77c5bd7c18b55002b8549dd50c331965,a8913b44e7e39183599a5941d60d21ba1c7da65a1ab9ba87a8f4730b041e5c51,-0.407,0.117,6.446,True
Shooting Silver Bullet [ANOTHER],sl1,77dd6afb7bfb291774fbdcf5aa0db282,ef46c028b64d469c7d19172e955cb58ca2c7e6572c71baecdb12cca4289ccd68,-0.284,0.090,7.071,True
Last Fireworks [SP ANOTHER+],sl2,77e7edbe96270ef4bc81cf053b6a8b1f,58d7971f3f0a4c86e9efd3fc8348bc45cb701b9bd657ad7e30ae8dd442fb41a4,-0.309,0.162,5.836,True
Fanciful False -SP ANOTHER-,sl2,77ef2e610f5a9b7927528ff783539289,f05f1ecea6de87a8d26ebba3c4de0abb537a0dd6f2334060efdc7a566bbc8626,0.059,0.259,8.122,True
風時夏 [SP INSANE],sl1,77f6d0521caf22ddc807d28ce09e0997,3be030a3965e94ea0fc4186aef6cb038065556e37ace4aede5818492c37a7c88,-0.506,0.038,6.182,True
Cipher : /2&//<|0 [/>/w/</],st4,7809898376079d1d00af68426d050646,b7701feadc9905063533354d83d58c969a6eee54e1bde29d7eef97c392b86fe4,0.934,1.938,4.005,True
失望Choco (-ω-),sl12,780f8f98480b46643f34b59e91355586,88c68725f0a3e435dd334755ac293f1f329cd006e23fcff27c48de3a87f7a29d,0.580,0.791,9.728,True
Polymorphism [Obscure_Fixed],sl7,782b981f7f8f050ab406ae1e96578227,0f3116e2816dd88160e209d87d6750998b76e459723b602c54a90beb7cf2b0c2,0.197,0.505,10.245,True
Pompadour,sl0,78328ee0d7a39e3d51ae1a5adc909d4d,4ef21d079d27715dde8b96b59bdbb60d993e0530f698f215d40d78e01f1043a4,-0.767,-0.126,5.663,True
Lonely One Christmas [Hexagon],st2,786018f3e6ed69ec70441d2316a5dbe1,b64bef0e9b460da911fa562116e35e781ee9a53809cd6ebd9bd7eeea201fcb3f,0.834,1.043,11.640,True
That's the style!! [Hexagon],st5,7867d3bf5cc5af9289f33313eaceb2ed,4bc293f823adeb397f2d8c725779ddd7dac7eeca0eb126cc9018fc235d6d5ac8,0.870,1.349,7.020,True
Ultimate radiation,st2,78872e9e2bdf8216c4364900beb4d76f,a2e8da460e8946fa9dd575239f135febb333f4d3169fe2db713ee342f8e61c36,0.870,0.999,12.805,True
タマモッチ [Snother],sl12,78897b6144c95a866b645f8d0a222959,ca1428560a1d037ffaa5eef0e4ce13f0f10851deb927307195990486e013cc4b,0.541,0.798,10.018,True
overtrue,sl1,78913c122c82dccd0f2d74a703246d98,884e430f8395f541e7095af6c593435a0d262b8edbca534f6d9971e3b47f8f0b,-0.239,0.075,6.334,True
"It's ""alice"" dream [Another]",sl0,78ab95dc63f87825e9d5b33542396020,a86f126855afcb83dfca3a8348d4eea250c739de7599c8a75011cb55abb82de3,-0.730,-0.001,4.154,True
Crunk Rider [INSANE],sl2,78af6b39c8ddb569c79111234584b29f,34c5037c983519ead05f3baae619e9d1570299734f051068f68dde045d93e2c5,-0.083,0.278,6.199,True
苦痛快楽Inverter [INSANE],sl1,78b5e456ace4a0193fbf6aab0f10c8f8,b11546d90dc7cbcda33b6459f2466109ce4ac1615e2063117e60f0b233f85fd7,-0.336,0.214,6.664,True
Absolute Future [Fortunately],st1,792b8daa37dea9193a0e3d92ecc6da75,cad8e63c420ea853183d55cfa675ccc68f773c0fc82dcefa23168e576252e837,0.659,0.906,12.135,True
Faurie [ANOTHER],sl10,7943a19230bfa5565ed6def1babe7da4,cc2bc05fc54a9d7e2aeb053b80db6f89374214592e434c2eeb604d5cdc5e49d0,0.344,0.649,9.904,True
LIFE (realism),sl5,7943fd4ea9f483adb6999ffc599ee973,96943030668667e978336ab7335210b82d412192b4b71d2c252a67f3ff95d5b9,0.142,0.444,9.971,True
Demon's Roar [HK45],st0,7945c763c71eeedba31a10b35a5ad268,7a62e5eaefe64b020dcb62b55c7f758d4dce9728babf507b97c11ccd1940f136,0.585,0.900,8.401,True
幽冥クライシス [INFERNO],st1,794e0b5c0ad4ae1ecda47148171ba730,0025275321c94ab8cbfe15b3d943bc96c42a12b85b11f8a83feae1626bff1c28,0.591,1.017,10.364,True
Third World [World's End],sl2,7952b139d621739116d8b16605df591a,4ee64b1606d21f88864cfcf32be29fec05e6dbf38956cc2696ef8adc1ee1a81a,-0.036,0.230,8.630,True
Joker [Arcana],st2,79599345472064ac7c9506a2cbcfffa5,3bdafc2954314572d6ff80c9546e74ebe09bb4bd468c5eea75eafa48f64c0402,0.776,1.092,7.561,True
バンバード ～Piano Version～ [sunny],sl4,7959bf2189b1c16849d1cb4f0c819bfb,181677fdd2408ba3c0652d28970465014a744a7d45ce045dc13ba0905c8aa3c3,0.069,0.354,7.884,True
図書室のエルザ [EXTRA],st5,79628a2eaf42b73f58f53bb76064d975,c516516601c89bb139f778bb8a6fdf738dceff88e85c720dca2462c58d55a679,0.977,1.561,6.987,True
QSHELL －拒色のシェルル－ [ZOI],sl5,7991c56502a1d21d776a1c14e247a6e9,000b82b7d4908a854c8c38f95a21399e219f9d7e27ee56f35a4242e274099f30,0.354,0.483,11.167,True
チョウの標本 [Bullfighter],sl2,79b8d5c5831fddd7ab84c8570e188bc7,409ef29f3efb2f14b7d7e39afe4ac4c0b5d708aeaeac34b8a236547c37d9e64c,-0.077,0.211,7.838,True
pp-hunk [Phxxkin],st2,79c1ad2bd63bd1c2595e5ee3db2e25fd,0571601565491416c579feac58142c3c648bb883219a975a7a67f2c067083465,0.697,1.133,7.063,True
Blooming Jump! [SP あなざー],sl2,79ccce1da419f1792c653d6f7bf6348d,9d29fadfba8cfd95ffed49db926c189c71d69e0e8d59b793d4f457c289a08071,0.030,0.275,7.323,True
Love☆Spellcard,sl0,79feed2cbf54e5405a43e60392769dcf,ec71cae073c34b5cd5e38e8a46fcac70fb067b160be72f8e85aeee22d37c4d26,-0.559,0.002,4.959,True
Megalovania HardRockArrange [決意],sl12,7a0fe0b4cdb584755ead99ec9d4479cf,3b3d95a982e6978bc340cbfee2395a021029b42ca3c1a4d4378cf6d1177b71b3,0.562,0.738,12.787,True
Chimes [7key Extra],sl1,7a50c1f18e880ef646dfbac6f8117532,90b2067d697355aa5660e87f45103b563e47af228814d87efc6d5c26c4df6080,-0.359,0.068,7.014,True
-雪月花- [ZOI],sl2,7a784e83d0693a02e44ce7a59ca265a1,aa06097a05bee22975980026d63dcfbec56621186355ba485036780adfb72d79,-0.146,0.167,7.950,True
Shiny☆Strike!!! [Oath to the Future],st1,7a7e23eb2a6f734152f520053422e939,5919b8a8a7b8c944288925f6b1b574665b3ea7a6f8d44ac7ccd685f2cc77a58c,0.610,0.904,12.680,True
聖戦ものがたり [yumether],sl4,7a7ef296e6725c244884a513819918d8,f0fd4fa9668d4f81735e781b50af2efe2dc0ee69eab06a5fd0a01fe64aa174d9,0.176,0.408,9.746,True
Princess × Pegasus [微縦乱舞],st4,7a8cef929dd3003230cf03ee3952f978,15fd029954715cf4572172d4f37ba60a9a87ec0dbdb8b5e9d55e232d4487f529,1.104,1.612,6.535,True
RiZE UP FUTURE [Dif],sl2,7a9e1a818cb07c49ef12f220f3facf95,2a7860fc3b77e4c22f19b231e9bd0b27b16b41ed8c6b3abedea42482f4628552,-0.042,0.215,8.082,True
far in the blue sky... [remember...],st3,7aa7e173c7ef7464579c513b74a08d7a,86c5e1ef5a6fb78af55952f27b4e13073da00db6642085354e8ff8bbbefec893,0.899,1.220,8.365,True
violet [Barren],st4,7aa969d6839fb663e75dab9bab9b991a,e40743829742c526b84fbfd9ee710ad6d86f938b0fba4a37066abf1d8d982cdd,0.937,1.364,6.213,True
yksinaisyys [F],sl7,7ac6e1a830223dc433dda08aaa343c14,530c660fc51b6e6f1a85aa60b81e387feaf6dd9077bdcfb2500fed8479baaf02,0.298,0.490,11.185,True
Lost World [EX7],sl8,7ad565d7a14cce26c65409dfc876f6ee,1467345f9e438cc7426057ba4882d8a5c27ad4022d39232ef24cb3849bde034c,0.450,0.613,12.218,True
うきせいこう [ZOI],sl3,7ad8a45df60c4e31d65f7ea3cbc56ae5,1ee21c1aa14438f06993a718a0af2056dca950b3c3d58ee62297b1bc18dc1633,-0.079,0.230,8.106,True
DistortedIntelligence [AntiArea],sl4,7ad9ee05094d6bd4e64ed4f65ad2476c,421df56c1b1f07e0e8f158b347431163ecbd31099e9cfd8a51ca69a0cd2ad719,0.268,0.378,10.833,True
introspect [SP ANOTHER],sl0,7b1c1f836719de43e0bd288ec6f9c516,293c46c08ad415149ffd525bc8d8c3bcc6b662afa6235606a4497478043fe853,-0.767,-0.088,5.007,True
lataia [Maniac7],sl0,7b2be8012ff66b9d789298dfe11af5f4,159ce5afedb5019b15a790a45106c936a86c5829bad98a5c2ff99aab0b58648c,-0.717,-0.102,4.795,True
ただいま、Bar“BOOMY” [ばぶぅみぃ],st3,7b41576e882e8ad94b338b81eec952ed,703febf75b9cbca65bf0945cf8b52192082bd2c1a38bce4e373308115c8648f1,0.898,1.268,8.134,True
Megalovania HardRockArrange [Do you wanna have a bad time?],sl6,7b877dceae4a8c706f7438be9f7742c9,e784e0447bd84bc1b199fcdbfda8012cefc29cde8308e8ce52f98b2ba29af915,0.175,0.470,9.419,True
ceu [7KEYS ANOTHER],sl0,7b87a6fe0737116ee9170819f28b446b,6dc82b2681e8837767f8e9dbdf2931cbd43499b49c365abbf930656c4aab3ab6,-1.210,-0.200,3.755,True
HAELEQUIN (-ω-),sl10,7b9376e8ee388de09d056dc92f3ed432,56b6d936f46a6b758b874d15804b5cd6b9b158fcd1e2c4f7071577645ee8d637,0.486,0.649,10.770,True
ユアンシェンは俺たちに何を伝えたかったのか [no idea],sl8,7ba0d771cc462499d97d20a537accdf6,a3d2a308d17f7b80f052f8f7e3a3099bfe19a2b39a02c6421c8cab626dcbf354,0.370,0.592,12.023,True
永劫綺譚の純潔葬花 -White Lily-,sl1,7bc133cb61747bed7ddc88c9eddddbf5,0a29f2fa234a78801a77f921d464c186d1c384db72aba957f2642ea7560ef428,-0.281,0.109,6.852,True
gazer [MASTER],st4,7bc82ebd4e21112f70e80404f4dc2c3a,64cc7dcb3916251aa3423a9865a74fe5ffccc93d128a5b297ce518de9a607437,0.926,1.219,5.379,True
Below Snow Petals [Ice Crystals],st2,7c05907b6ad7f229ed2c3722ac307db2,528091bb16a0ec9c68e4792dd270cd0a9bdda719ab9f3f4c3f77769efcdcadec,0.678,0.997,9.345,True
Qualia [情け無用],st5,7c357326e3473309b0f17b3715ebf149,c45b667a79b77c667b0e826da7be73366ac45acd215105b7a9bddfff70d45291,1.132,1.655,5.643,True
硬核機動 [EX],st1,7c566134ca0e091e4c60f26c140cffa8,7429a680c3123753c02d5d92ad194f5bd39d7426b4ca4f16f24da3bff65d0132,0.785,0.939,13.588,True
八大地獄邪魂転生狂葬散火歌 [乃憂魔流],sl9,7c58f39a3c257c585e52fc9820c0070c,5b17d60230dde920b19d3d1c35622f78c9cf25ca3ca90d9eb57bdb08a653d9bc,0.314,0.609,9.302,True
Bangin' Dumpin' Rumble Bomber [OVERHEAT--],st1,7c5d9a794a1450d0cdd77c5d37f56295,0bde496e090e9681c079e445a2ae055cb08530bf24a422e66c5a0db1809f3b90,0.715,1.014,9.708,True
Rechronize [BRAVER],sl7,7c619937f0448c48e4b7de0c5da8940c,7659b4944ffb01db2ffd9d018fb28731c6ace42edf0737204d8feda3070da8ff,0.217,0.464,11.711,True
Cosmo Memory [sLunatic],sl4,7c71a716ac4059867275b7bd721b4a0b,72dcfdc281d0dc62474e28ee8da01ad796a596139bcca23ac8ab02acd001a7eb,0.130,0.360,10.771,True
FRAGMENT. [God Speed],st2,7c9773583c69d5b84bc7c0f979c0f38f,2e342f9b87a19440a782152404062bcbefe358bcf1b17e257741c8aeb03b71cf,0.766,0.971,9.707,True
空想都市トーキョー -Dreaming-,sl5,7c9c8454ca8a9c7d13485cbdd6741f1d,fdfe61e8af414dd652a3bd87c20d8cf7ad4fa2a59b6a4c6dae8e4bcf064d1ff1,0.163,0.411,10.745,True
★LittlE HearTs★ [ZOI],sl3,7cb92a0c0bcc322064f038cb9722b818,511c91c5f527832574bbedcf41eab970cc282d32c4ff559ff2a71f40d0fc56f6,0.094,0.273,8.968,True
DAYBREAK [ANOTHER7],sl0,7cccd94b73fd7c6e1cd4f2abc94a819e,61ec1645f52cea0989b1db3cf14272509dfd3fc3980d86a75e2b03ec0a160148,-0.777,-0.119,4.213,True
Pure Ruby [名なしの森],st1,7ccf30a1ced5601c4a9cdb06beaf39a9,3f1272feecea61c4b765688e158abe57acb7e8d861dbab917bae4fa2a3d79893,0.623,0.866,11.244,True
秩序の秋桜 [ありがたや+],st2,7ccfccdea1b8d4c3dc7691a55649ec15,b9f53ec4cf69c81925213276cc14af2f3381ada62a66d10b1cb9827b89d88702,0.738,1.067,8.392,True
Shining Stage,sl2,7cda74bdd1200b49a77a802ec3772f64,cb4e858abc42d52f4cad14d72bac8ff1d680ec3303ad6acd5f8db313bf5c1755,-0.262,0.188,7.699,True
Brand New Stories -ANOTHER-,sl0,7ce16346c31eae458fb602eafa6e4cd3,150d1ef9c4102e7a1518a58c0a4a65cb98865171d629c436721700dba76589ea,-0.813,-0.151,3.648,True
RAY -diffuse-,sl3,7cec43dd444f082b2ad30c94e85b6073,80d07224dccb19933a8176e4205553c23a92a31f4d745988e620cfe41ba91514,-0.014,0.286,7.230,True
BRILLIANT STAR ～煌星の雫～ [SUPERNOVA],st1,7cfe8f8e36f72128b2e26b39354d9296,65721e3277a647f1fe342c0a3506625ca7e0edc6b44c0e694896f935aec51c47,0.622,0.899,12.230,True
On And On!! [PIETHER],sl1,7d2715cf75fc0b5c33f8d0c7cce26f57,c6d7e8441be82b1df50209ed08635457ad28977cdf5a353bd2d2517c8b41f635,-0.222,0.118,7.587,True
絶対なる殷賑の因果律 -the causality melody- [迷宮アルケミア],st1,7d47261760705e1665e367e0893c59fc,21e19b1972c430467fbdde72e95de966881ac9a100423f0b1df1f89de9d86421,0.735,0.977,12.806,True
Unshakable [Spiral Horn],sl3,7d6532887254b85e0b79c587f71e6706,6cedb2d3990ef9f2e0a8fed99ebfdbefc1104b9957109be26feb5c200a6c804e,-0.031,0.258,8.360,True
Absolute Future [ANOTHER+],sl6,7d8b3dcd63e6adea25807ab25ea1544c,298aaf20a9e331ad63bd276202a9927cac015dca21a67cfe259baab47e11fc1a,0.253,0.476,9.809,True
Forbidden Area [SP ANOTHER+],sl1,7d9d1c5b76e7f9d874dfdc715a9dde32,51464142d7cf331c4d0ebc6676b90064af8e1db48a66c94f8545818813754d8a,-0.543,0.094,8.031,True
Fortress [ANOTHER],sl0,7dc1ce71ebc9a231aafb0dd35cae237f,090447c2cd74073dfa3843d6abd5f35d4f1d5da719bb815c0ceca42d56156c38,-0.515,-0.022,5.301,True
Cross Galaxy [macrocosmos],st2,7e0053aad813b50a8bc8e2bbfe9818b2,f92f6393d8ef6ad6ad1b1843e77cbda3a1de47a9dc0da4fe3b3bc1c258530d40,0.763,0.983,10.739,True
ロスト：ユートピアと真理と純粋の極彩世界 [Heroic],st0,7e059c93b59768bd662f17cb1cc7545c,0ad6db385353009cbdd1e4694b6222e4cce57a5915e899f576ccd8b2dd05d5a2,0.558,0.834,10.888,True
HOPE -Hopeful-,sl5,7e1419a9ce6ce67c76154e7b3ee805ca,91dc865c62b9e41c3482d85085e4d3a8b4ea6c4b30b90db9ecad5a4c5fc3103c,0.321,0.490,11.389,True
茜の旅人 [twilight],sl5,7e18f7763e6ff8b09bf3280bde1fa22b,6a863bc412f3bee51e61bf6197c7be2e439c74634debfab439768d7ba58907a8,0.290,0.448,9.934,True
"It's ""alice"" dream [HARDEST]",sl11,7e32af584080fb9965bbf497947de99f,7f0224a6b0022dfc9998f30f22d4065d784b04c9b482219db14a91bf730363f7,0.493,0.704,10.770,True
Neurotoxin,sl9,7e392ca9c44870a68c8d219b57345be9,b0c0127ab5e7121cf4bce17b17ef670cf2ff2de4610a03ea3868b5f9a0613ecf,0.334,0.577,11.765,True
"al fine [Dear Ms. ""A"",]",st3,7e4a7eccf51ff9fb528c3a3e79ee9b8b,18a54f9dc702dc1cd43105f9b12223eb7f05a1292721527902b5bd8c4a8a47ce,0.785,1.275,6.409,True
wilis [G2],sl12,7e57e535cf8297e3b247619c15b4b77b,74f78a671993912b7056c480772d7e84f2544aee0e36634eab6f770588d53a01,0.522,0.752,11.020,True
